data_hora,client_ip,method,uri,feature,valor_real,limite,risk,decisao
2026-09-16T16:30:06.086824,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,239,200,0.9944043820136811,BLOQUEADO
2026-09-16T16:30:06.419661,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,248,200,0.9941874997771689,BLOQUEADO
2026-09-16T16:30:08.937614,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,262,200,0.99949849695692,BLOQUEADO
2026-09-16T16:30:09.609563,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,261,200,0.9983697421329061,BLOQUEADO
2026-09-16T16:30:10.516512,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,238,200,0.9985320596642839,BLOQUEADO
2026-09-16T16:30:10.616438,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,237,200,0.9985619944092808,BLOQUEADO
2026-09-16T16:30:11.052417,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,244,200,0.9987932004800933,BLOQUEADO
2026-09-16T16:30:11.771664,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,248,200,0.9988455186142434,BLOQUEADO
2026-09-16T16:30:11.915593,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,252,200,0.9988731302126991,BLOQUEADO
2026-09-16T16:30:12.911235,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,265,200,0.9990324219770732,BLOQUEADO
2026-09-16T16:30:13.480197,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,244,200,0.9991025752090332,BLOQUEADO
2026-09-16T16:30:13.863236,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,253,200,0.9991429603151041,BLOQUEADO
2026-09-16T16:30:14.248265,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,243,200,0.9992904660059914,BLOQUEADO
2026-09-16T16:30:15.395855,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,246,200,0.999298675674744,BLOQUEADO
2026-09-16T16:30:15.634461,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,236,200,0.9992823125279541,BLOQUEADO
2026-09-16T16:30:15.970197,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,266,200,0.9993299085783485,BLOQUEADO
2026-09-16T16:30:16.114175,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,252,200,0.9993101950699333,BLOQUEADO
2026-09-16T16:30:17.493094,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,274,200,0.9996009200104959,BLOQUEADO
2026-09-16T16:30:17.591249,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,283,200,0.9993791882795315,BLOQUEADO
2026-09-16T16:30:17.971273,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,261,200,0.9994119282768542,BLOQUEADO
2026-09-16T16:30:19.825232,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,247,200,0.999449981877055,BLOQUEADO
2026-09-16T16:30:19.920505,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,258,200,0.9994767069485561,BLOQUEADO
2026-09-16T16:30:19.970743,172.19.0.3,GET,/tienda1/publico/caracteristicas.jsp,query_length,349,200,0.9992193836525346,BLOQUEADO
2026-09-16T16:30:20.209360,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,238,200,0.9994592613953532,BLOQUEADO
2026-09-16T16:30:21.499306,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,243,200,0.9994960801885844,BLOQUEADO
2026-09-16T16:30:21.879602,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,259,200,0.9994932252851513,BLOQUEADO
2026-09-16T16:30:23.391849,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,233,200,0.9995242070306932,BLOQUEADO
2026-09-16T16:30:23.489101,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,237,200,0.9995182997577821,BLOQUEADO
2026-09-16T16:30:25.388900,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,267,200,0.999540796243041,BLOQUEADO
2026-09-16T16:30:25.955346,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,253,200,0.9995512850226953,BLOQUEADO
2026-09-16T16:30:26.580455,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,280,200,0.9995564479764951,BLOQUEADO
2026-09-16T16:30:26.820916,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,248,200,0.9995540298897582,BLOQUEADO
2026-09-16T16:30:27.010582,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,271,200,0.999559773771658,BLOQUEADO
2026-09-16T16:30:27.678192,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,261,200,0.9995608017386495,BLOQUEADO
2026-09-16T16:30:28.151382,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,248,200,0.9995709551569352,BLOQUEADO
2026-09-16T16:30:28.200542,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,246,200,0.9995645713939804,BLOQUEADO
2026-09-16T16:30:28.439004,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,608,200,0.9995726361606779,BLOQUEADO
2026-09-16T16:30:29.390775,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,332,200,0.9995751596767954,BLOQUEADO
2026-09-16T16:30:30.298235,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,252,200,0.9995798718095127,BLOQUEADO
2026-09-16T16:30:32.545640,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,570,200,0.9995911158472783,BLOQUEADO
2026-09-16T16:30:33.681709,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,228,200,0.999591961405099,BLOQUEADO
2026-09-16T16:30:34.391576,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,251,200,0.999594361879889,BLOQUEADO
2026-09-16T16:30:34.589206,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,225,200,0.9995949685515568,BLOQUEADO
2026-09-16T16:30:34.876427,172.19.0.3,GET,/tienda1/publico/autenticar.jsp,request_rate,801,800,0.9995523692632425,BLOQUEADO
2026-09-16T16:30:34.926984,172.19.0.3,GET,/tienda1/publico/anadir.jsp,request_rate,802,800,0.9995608126359703,BLOQUEADO
2026-09-16T16:30:34.976514,172.19.0.3,GET,/tienda1/publico/autenticar.jsp.Old,request_rate,803,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.028980,172.19.0.3,POST,/tienda1/publico/autenticar.jsp,request_rate,804,800,0.9995472873762782,BLOQUEADO
2026-09-16T16:30:35.078171,172.19.0.3,GET,/tienda1/global/titulo.jsp,request_rate,805,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.131281,172.19.0.3,GET,/tienda1/miembros/imagenes/zarauz.jpg,request_rate,806,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.184053,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,241,200,0.9995957080583695,BLOQUEADO
2026-09-16T16:30:35.184070,172.19.0.3,GET,/tienda1/miembros/editar.jsp,request_rate,807,800,0.9995957080583695,BLOQUEADO
2026-09-16T16:30:35.233817,172.19.0.3,GET,/tienda1/publico/anadir.jsp/asf-logo-wide.gif/,request_rate,808,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.284015,172.19.0.3,GET,/tienda1/imagenes/logo.gif,request_rate,809,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.333811,172.19.0.3,GET,/tienda1/miembros/fotos.jsp,request_rate,810,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.383225,172.19.0.3,GET,/tienda1/publico/entrar.jsp/asf-logo-wide,request_rate,811,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.432737,172.19.0.3,POST,/tienda1/publico/pagar.jsp,request_rate,812,800,0.9996439778551847,BLOQUEADO
2026-09-16T16:30:35.482667,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,250,200,0.9995957080583695,BLOQUEADO
2026-09-16T16:30:35.482689,172.19.0.3,GET,/tienda1/publico/registro.jsp,request_rate,813,800,0.9995957080583695,BLOQUEADO
2026-09-16T16:30:35.536185,172.19.0.3,GET,/tienda1.OLD,request_rate,814,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.585841,172.19.0.3,GET,/tienda1/publico/vaciar.jsp,request_rate,815,800,0.9995076499641008,BLOQUEADO
2026-09-16T16:30:35.634361,172.19.0.3,GET,/tienda1/4861362529278789730.Inc,request_rate,816,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.689064,172.19.0.3,GET,/tienda1/publico/caracteristicas.jsp,request_rate,817,800,0.9995072189675822,BLOQUEADO
2026-09-16T16:30:35.742728,172.19.0.3,GET,/,request_rate,818,800,0.9994970784089445,BLOQUEADO
2026-09-16T16:30:35.792665,172.19.0.3,POST,/tienda1/publico/registro.jsp,request_rate,819,800,0.9995293519990044,BLOQUEADO
2026-09-16T16:30:35.840847,172.19.0.3,GET,/tienda1/miembros/fotos.jsp,request_rate,820,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.890275,172.19.0.3,GET,/tienda1/publico/caracteristicas.jsp,request_rate,821,800,0.9995072189675822,BLOQUEADO
2026-09-16T16:30:35.938832,172.19.0.3,GET,/tienda1/publico/miembros.jsp,request_rate,822,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:35.989718,172.19.0.3,POST,/tienda1/publico/registro.jsp,request_rate,823,800,0.9995362744127246,BLOQUEADO
2026-09-16T16:30:36.040733,172.19.0.3,GET,/tienda1/miembros/index.jsp,request_rate,824,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:36.093958,172.19.0.3,POST,/tienda1/publico/registro.jsp,request_rate,825,800,0.9995338621331115,BLOQUEADO
2026-09-16T16:30:36.146615,172.19.0.3,GET,/tienda1/global/creditos.jsp,request_rate,826,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:36.196463,172.19.0.3,GET,/tienda1/imagenes/logo.gif,request_rate,827,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:36.245406,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,265,200,0.9996159605064812,BLOQUEADO
2026-09-16T16:30:36.245426,172.19.0.3,GET,/tienda1/miembros/editar.jsp,request_rate,828,800,0.9996159605064812,BLOQUEADO
2026-09-16T16:30:36.294878,172.19.0.3,POST,/tienda1/publico/caracteristicas.jsp,request_rate,829,800,0.9996444867180198,BLOQUEADO
2026-09-16T16:30:36.343980,172.19.0.3,GET,/tienda1/publico/pagar.jsp,request_rate,830,800,0.9996203161716285,BLOQUEADO
2026-09-16T16:30:36.393164,172.19.0.3,POST,/tienda1/publico/pagar.jsp,request_rate,831,800,0.9996439801938465,BLOQUEADO
2026-09-16T16:30:36.442875,172.19.0.3,POST,/tienda1/miembros/editar.jsp,request_rate,832,800,0.9995368458405607,BLOQUEADO
2026-09-16T16:30:36.493773,172.19.0.3,GET,/tienda1/publico/vaciar.jsp,request_rate,833,800,0.9995126764574376,BLOQUEADO
2026-09-16T16:30:36.541680,172.19.0.3,GET,/tienda1/publico/anadir.jsp,request_rate,834,800,0.999555981298607,BLOQUEADO
2026-09-16T16:30:36.590955,172.19.0.3,GET,/tienda1/imagenes/2.gif,request_rate,835,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:36.639902,172.19.0.3,GET,/tienda1/miembros/salir.jsp/.java,request_rate,836,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:36.690788,172.19.0.3,GET,/tienda1/publico/carrito.jsp,request_rate,837,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:36.740096,172.19.0.3,GET,/tienda1/imagenes/1.gif,request_rate,838,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:36.789338,172.19.0.3,GET,/tienda1/global/estilos.css,request_rate,839,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:36.838833,172.19.0.3,GET,/tienda1/publico/carrito.jsp,request_rate,840,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:36.888753,172.19.0.3,POST,/tienda1/publico/caracteristicas.jsp,request_rate,841,800,0.9995475296313155,BLOQUEADO
2026-09-16T16:30:36.938868,172.19.0.3,POST,/tienda1/publico/vaciar.jsp,request_rate,842,800,0.9995461494478104,BLOQUEADO
2026-09-16T16:30:36.990011,172.19.0.3,GET,/tienda1/publico/entrar.jsp,request_rate,843,800,0.9995185979229275,BLOQUEADO
2026-09-16T16:30:37.038975,172.19.0.3,GET,/tienda1/imagenes/nuestratierra.jpg,request_rate,844,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:37.091961,172.19.0.3,GET,/techniques/servlets/index.html,request_rate,845,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:37.143027,172.19.0.3,POST,/tienda1/publico/caracteristicas.jsp,request_rate,846,800,0.9995475296313155,BLOQUEADO
2026-09-16T16:30:37.195753,172.19.0.3,POST,/tienda1/publico/caracteristicas.jsp,request_rate,847,800,0.9995475296313155,BLOQUEADO
2026-09-16T16:30:37.244544,172.19.0.3,GET,/tienda1/publico/autenticar.jsp,request_rate,848,800,0.9995543257220645,BLOQUEADO
2026-09-16T16:30:37.294094,172.19.0.3,GET,/tienda1/publico/vaciar.jsp,request_rate,849,800,0.9995467132660957,BLOQUEADO
2026-09-16T16:30:37.343253,172.19.0.3,GET,/scripts/tools/newdsn.exe,request_rate,850,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:37.392845,172.19.0.3,GET,/tienda1/asf-logo-wide.gif/,request_rate,851,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:37.443261,172.19.0.3,GET,/tienda1/publico/autenticar.jsp,request_rate,852,800,0.9995645092679883,BLOQUEADO
2026-09-16T16:30:37.492222,172.19.0.3,POST,/tienda1/miembros/editar.jsp,request_rate,853,800,0.9995354970266651,BLOQUEADO
2026-09-16T16:30:37.540052,172.19.0.3,GET,/WebSphereSamples/SingleSamples/Increment/increment.html,request_rate,854,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:37.589221,172.19.0.3,GET,/tienda1/publico/vaciar.jsp,request_rate,855,800,0.9995122676498721,BLOQUEADO
2026-09-16T16:30:37.639768,172.19.0.3,GET,/tienda1/publico/caracteristicas.jsp,request_rate,856,800,0.999506786065051,BLOQUEADO
2026-09-16T16:30:37.689982,172.19.0.3,POST,/tienda1/publico/autenticar.jsp,request_rate,857,800,0.9995459344122957,BLOQUEADO
2026-09-16T16:30:37.739695,172.19.0.3,GET,/tienda1/publico/anadir.jsp/asf-logo-wide,request_rate,858,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:37.789242,172.19.0.3,GET,/tienda1/publico/vaciar.jsp/6909030637832563290.jsp.Inc,request_rate,859,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:37.838252,172.19.0.3,GET,/tienda1/asf-logo-wide.gif.Old,request_rate,860,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:37.886713,172.19.0.3,GET,/tienda1/miembros/editar.jsp,query_length,254,200,0.9995957080583695,BLOQUEADO
2026-09-16T16:30:37.886734,172.19.0.3,GET,/tienda1/miembros/editar.jsp,request_rate,861,800,0.9995957080583695,BLOQUEADO
2026-09-16T16:30:37.935015,172.19.0.3,GET,/tienda1/publico/registro.jsp.old,request_rate,862,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:37.984128,172.19.0.3,POST,/tienda1/publico/anadir.jsp,request_rate,863,800,0.9995459344122957,BLOQUEADO
2026-09-16T16:30:38.032792,172.19.0.3,GET,/tienda1/publico/pagar.jsp,request_rate,864,800,0.9996204037256363,BLOQUEADO
2026-09-16T16:30:38.082839,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,246,200,0.9995957080583695,BLOQUEADO
2026-09-16T16:30:38.082859,172.19.0.3,GET,/tienda1/publico/registro.jsp,request_rate,865,800,0.9995957080583695,BLOQUEADO
2026-09-16T16:30:38.133134,172.19.0.3,GET,/tienda1/miembros/index.jsp/4861362529278789730,request_rate,866,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:38.183139,172.19.0.3,GET,/tienda1/publico/vaciar.jsp,request_rate,867,800,0.9995122676498721,BLOQUEADO
2026-09-16T16:30:38.232999,172.19.0.3,POST,/tienda1/publico/autenticar.jsp,request_rate,868,800,0.999546347252498,BLOQUEADO
2026-09-16T16:30:38.282816,172.19.0.3,GET,/tienda1/publico/autenticar.jsp,request_rate,869,800,0.9995545654094687,BLOQUEADO
2026-09-16T16:30:38.332630,172.19.0.3,GET,/tienda1/miembros/salir.jsp/asf-logo-wide.gif.bak,request_rate,870,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:38.382149,172.19.0.3,GET,/tienda1/miembros/index.jsp,request_rate,871,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:38.432966,172.19.0.3,GET,/tienda1/imagenes/6909030637832563290.jsp.bak,request_rate,872,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:38.483029,172.19.0.3,GET,/tienda1/global/estilos.css/6909030637832563290.jsp.inc,request_rate,873,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:38.532810,172.19.0.3,GET,/tienda1/miembros/imagenes/castro.jpg,request_rate,874,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:38.584141,172.19.0.3,GET,/tienda1/publico/registro.jsp,query_length,276,200,0.9996140314393825,BLOQUEADO
2026-09-16T16:30:38.584183,172.19.0.3,GET,/tienda1/publico/registro.jsp,request_rate,875,800,0.9996140314393825,BLOQUEADO
2026-09-16T16:30:38.636849,172.19.0.3,POST,/tienda1/publico/autenticar.jsp,request_rate,876,800,0.999546569387617,BLOQUEADO
2026-09-16T16:30:38.688675,172.19.0.3,GET,/tienda1/miembros/imagenes/castro.jpg,request_rate,877,800,0.9994951774027659,BLOQUEADO
2026-09-16T16:30:38.739750,172.19.0.3,POST,/tienda1/publico/entrar.jsp,request_rate,878,800,0.9995446306845523,BLOQUEADO
