data_hora,metodo,caminho,risco,threshold,decisao,status_http
2026-09-16T16:03:11.509383+00:00,GET,/tienda1/publico/vaciar.jsp,0.004651162219540021,0.44,LIBERADA,200
2026-09-16T16:03:11.558543+00:00,POST,/tienda1/publico/autenticar.jsp,0.008321449240142657,0.44,LIBERADA,200
2026-09-16T16:03:11.609081+00:00,GET,/tienda1/publico/autenticar.jsp,0.011832835755075797,0.44,LIBERADA,200
2026-09-16T16:03:11.658724+00:00,POST,/tienda1/miembros/editar.jsp,0.0040266853435355085,0.44,LIBERADA,200
2026-09-16T16:03:11.709011+00:00,POST,/tienda1/publico/pagar.jsp,0.9907299618600126,0.44,BLOQUEADA,403
2026-09-16T16:03:11.755416+00:00,POST,/tienda1/publico/entrar.jsp,0.009882732358525628,0.44,LIBERADA,200
2026-09-16T16:03:11.807332+00:00,GET,/tienda1/miembros/fotos.jsp,0.004430097288473597,0.44,LIBERADA,200
2026-09-16T16:04:05.816363+00:00,GET,/favicon.ico,0.002995806901833758,0.44,LIBERADA,200
2026-09-16T16:04:25.697044+00:00,GET,/favicon.ico,0.0030527582216806014,0.44,LIBERADA,200
2026-09-16T16:04:35.800477+00:00,GET,/favicon.ico,0.0031113778454189707,0.44,LIBERADA,200
2026-09-16T16:04:58.368101+00:00,GET,/favicon.ico,0.0031717242270211696,0.44,LIBERADA,200
2026-09-16T16:05:24.596024+00:00,GET,/favicon.ico,0.0031717242270211696,0.44,LIBERADA,200
2026-09-16T16:07:52.158614+00:00,GET,/tienda1/imagenes/cmenbul.gif,0.002995806901833758,0.44,LIBERADA,200
2026-09-16T16:07:52.212223+00:00,GET,/tienda1/index.jsp,0.0030527582216806014,0.44,LIBERADA,200
2026-09-16T16:07:52.263844+00:00,POST,/tienda1/miembros/editar.jsp,0.00300900634165317,0.44,LIBERADA,200
2026-09-16T16:07:52.315655+00:00,GET,/tienda1/publico/vaciar.jsp,0.0037501715176609203,0.44,LIBERADA,200
2026-09-16T16:07:52.365233+00:00,GET,/tienda1/publico/productos.jsp,0.0032338581398821445,0.44,LIBERADA,200
2026-09-16T16:07:52.416041+00:00,POST,/tienda1/publico/vaciar.jsp,0.007608942449950987,0.44,LIBERADA,200
2026-09-16T16:07:52.465128+00:00,GET,/tienda1/publico/caracteristicas.jsp,0.004000455164679532,0.44,LIBERADA,200
2026-09-16T16:07:52.516801+00:00,GET,/tienda1/publico/pagar.jsp,0.989536031258749,0.44,BLOQUEADA,403
2026-09-16T16:07:52.564188+00:00,GET,/tienda1/miembros/editar.jsp,0.9990099422127632,0.44,BLOQUEADA,403
2026-09-16T16:07:52.615867+00:00,POST,/tienda1/publico/vaciar.jsp,0.008519957216299459,0.44,LIBERADA,200
2026-09-16T16:07:52.664790+00:00,GET,/tienda1/publico/registro.jsp,0.18747059241944253,0.44,LIBERADA,200
2026-09-16T16:07:52.718312+00:00,GET,/tienda1/miembros/fotos.jsp,0.0037244870114284865,0.44,LIBERADA,200
2026-09-16T16:07:52.768387+00:00,GET,/tienda1/publico/anadir.jsp,0.013985101620875727,0.44,LIBERADA,200
2026-09-16T16:07:52.817896+00:00,GET,/tienda1/publico/vaciar.jsp,0.004651162219540021,0.44,LIBERADA,200
2026-09-16T16:07:52.866837+00:00,POST,/tienda1/publico/autenticar.jsp,0.008321449240142657,0.44,LIBERADA,200
2026-09-16T16:07:52.916547+00:00,GET,/tienda1/publico/autenticar.jsp,0.011832835755075797,0.44,LIBERADA,200
2026-09-16T16:07:52.965574+00:00,POST,/tienda1/miembros/editar.jsp,0.0040266853435355085,0.44,LIBERADA,200
2026-09-16T16:07:53.016554+00:00,POST,/tienda1/publico/pagar.jsp,0.9907299618600126,0.44,BLOQUEADA,403
2026-09-16T16:07:53.063464+00:00,POST,/tienda1/publico/entrar.jsp,0.009882732358525628,0.44,LIBERADA,200
2026-09-16T16:07:53.114419+00:00,GET,/tienda1/miembros/fotos.jsp,0.004430097288473597,0.44,LIBERADA,200
2026-09-16T16:08:54.059212+00:00,GET,/privacidade-check,0.004219256204185757,0.44,LIBERADA,200
2026-09-16T16:11:25.355979+00:00,GET,/,0.002995806901833758,0.44,LIBERADA,200
2026-09-16T16:12:04.949424+00:00,GET,/favicon.ico,0.0030527582216806014,0.44,LIBERADA,200
2026-09-16T16:15:10.631532+00:00,GET,/favicon.ico,0.002995806901833758,0.44,LIBERADA,200
2026-09-16T16:15:33.335196+00:00,GET,/tienda1/publico/caracteristicas.jsp,0.0035307964448419936,0.44,LIBERADA,200
2026-09-16T16:15:33.386439+00:00,POST,/tienda1/publico/pagar.jsp,0.9858241305506681,0.44,BLOQUEADA,403
2026-09-16T16:15:33.433100+00:00,POST,/tienda1/publico/pagar.jsp,0.9861986575617263,0.44,BLOQUEADA,403
2026-09-16T16:15:33.479730+00:00,GET,/tienda1/publico/autenticar.jsp,0.008490841052118236,0.44,LIBERADA,200
2026-09-16T16:15:33.528368+00:00,GET,/tienda1/publico/autenticar.jsp,0.008693582487593369,0.44,LIBERADA,200
2026-09-16T16:15:33.576609+00:00,GET,/tienda1/publico/vaciar.jsp,0.003908900613957727,0.44,LIBERADA,200
2026-09-16T16:15:33.625364+00:00,GET,/tienda1/publico/registro.jsp,0.09324752692945935,0.44,LIBERADA,200
2026-09-16T16:15:33.676118+00:00,POST,/tienda1/publico/caracteristicas.jsp,0.008660349724506744,0.44,LIBERADA,200
2026-09-16T16:15:33.723561+00:00,GET,/tienda1/miembros/salir.jsp,0.0035015715021655194,0.44,LIBERADA,200
2026-09-16T16:15:33.772328+00:00,GET,/tienda1/publico/registro.jsp,0.10287589309711494,0.44,LIBERADA,200
2026-09-16T16:15:33.822733+00:00,POST,/tienda1/publico/vaciar.jsp,0.008756609816503967,0.44,LIBERADA,200
2026-09-16T16:15:33.870840+00:00,POST,/tienda1/publico/autenticar.jsp,0.00770503260246536,0.44,LIBERADA,200
2026-09-16T16:15:33.919023+00:00,POST,/tienda1/publico/pagar.jsp,0.9890073125151002,0.44,BLOQUEADA,403
2026-09-16T16:15:33.966090+00:00,POST,/tienda1/publico/anadir.jsp,0.0076473414599138,0.44,LIBERADA,200
2026-09-16T16:15:34.014024+00:00,GET,/tienda1/index.jsp,0.003968755515285784,0.44,LIBERADA,200
2026-09-16T16:15:34.062291+00:00,GET,/tienda1/miembros/index.jsp,0.004055337016258585,0.44,LIBERADA,200
2026-09-16T16:15:34.110857+00:00,POST,/tienda1/publico/vaciar.jsp,0.010369294527858439,0.44,LIBERADA,200
2026-09-16T16:15:34.159152+00:00,POST,/tienda1/publico/anadir.jsp,0.00886087152761917,0.44,LIBERADA,200
2026-09-16T16:15:34.207475+00:00,GET,/tienda1/imagenes/3.gif,0.004331929563866735,0.44,LIBERADA,200
2026-09-16T16:15:34.256870+00:00,GET,/tienda1/publico/pagar.jsp,0.9982634935585004,0.44,BLOQUEADA,403
2026-09-16T16:15:34.303817+00:00,GET,/tienda1/imagenes/nuestratierra.jpg,0.00453143836936683,0.44,LIBERADA,200
2026-09-16T16:15:34.352436+00:00,GET,/tienda1/publico/registro.jsp,0.20183792830237648,0.44,LIBERADA,200
2026-09-16T16:15:34.402736+00:00,GET,/tienda1/miembros/imagenes/ogono.jpg,0.0047441258992682225,0.44,LIBERADA,200
2026-09-16T16:15:34.449976+00:00,POST,/tienda1/publico/entrar.jsp,0.011426282394883684,0.44,LIBERADA,200
2026-09-16T16:15:34.500102+00:00,POST,/tienda1/publico/pagar.jsp,0.9919881921119297,0.44,BLOQUEADA,403
2026-09-16T16:15:34.547679+00:00,GET,/tienda1/miembros.old,0.005090127606431494,0.44,LIBERADA,200
2026-09-16T16:15:34.597491+00:00,POST,/tienda1/publico/vaciar.jsp,0.013894704342334096,0.44,LIBERADA,200
2026-09-16T16:15:34.646936+00:00,POST,/tienda1/publico/registro.jsp,0.003906591124942089,0.44,LIBERADA,200
2026-09-16T16:15:34.695405+00:00,GET,/tienda1/publico/entrar.jsp,0.006703192502783675,0.44,LIBERADA,200
2026-09-16T16:15:34.743321+00:00,GET,/tienda1/global/creditos.jsp,0.005607892369005753,0.44,LIBERADA,200
2026-09-16T16:15:34.791102+00:00,POST,/tienda1/publico/autenticar.jsp,0.012771055532589445,0.44,LIBERADA,200
2026-09-16T16:15:34.840055+00:00,GET,/tienda1/publico/anadir.jsp/4861362529278789730.Bak,0.0058938833488282865,0.44,LIBERADA,200
2026-09-16T16:15:34.889390+00:00,GET,/tienda1/publico/anadir.jsp,0.02001723954763163,0.44,LIBERADA,200
2026-09-16T16:15:34.937632+00:00,GET,/tienda1/publico/entrar.jsp,0.00756463594185672,0.44,LIBERADA,200
2026-09-16T16:15:34.985752+00:00,GET,/tienda1/global/titulo.jsp,0.006360900718633968,0.44,LIBERADA,200
2026-09-16T16:15:35.035604+00:00,GET,/tienda1/publico/caracteristicas.jsp,0.008133059006689248,0.44,LIBERADA,200
2026-09-16T16:15:35.087463+00:00,GET,/events4.nsf,0.006700011952479204,0.44,LIBERADA,200
2026-09-16T16:15:35.136204+00:00,GET,/tienda1/global/menum.jsp,0.006878572442833127,0.44,LIBERADA,200
2026-09-16T16:15:35.184263+00:00,GET,/tienda1/publico/productos.jsp,0.007063459174062855,0.44,LIBERADA,200
2026-09-16T16:15:35.232569+00:00,POST,/tienda1/publico/autenticar.jsp,0.016897168565122207,0.44,LIBERADA,200
2026-09-16T16:15:35.280462+00:00,GET,/tienda1/miembros/imagenes/zarauz.jpg,0.007453244358244244,0.44,LIBERADA,200
2026-09-16T16:15:35.328935+00:00,GET,/,0.0076586876857945956,0.44,LIBERADA,200
2026-09-16T16:15:35.377701+00:00,GET,/tienda1/publico/entrar.jsp,0.00968543016403227,0.44,LIBERADA,200
2026-09-16T16:15:35.425802+00:00,POST,/tienda1/publico/caracteristicas.jsp,0.02692206233872962,0.44,LIBERADA,200
2026-09-16T16:15:35.474503+00:00,GET,/tienda1/publico/productos.jsp,0.008320745741705105,0.44,LIBERADA,200
2026-09-16T16:15:35.523524+00:00,POST,/tienda1/publico/anadir.jsp,0.019892868064209566,0.44,LIBERADA,200
2026-09-16T16:15:35.572474+00:00,POST,/tienda1/miembros/editar.jsp,0.007500568267048575,0.44,LIBERADA,200
2026-09-16T16:15:35.621482+00:00,POST,/tienda1/publico/pagar.jsp,0.9941996949564113,0.44,BLOQUEADA,403
2026-09-16T16:15:35.668201+00:00,POST,/tienda1/publico/vaciar.jsp,0.028855689870599183,0.44,LIBERADA,200
2026-09-16T16:15:35.719744+00:00,GET,/tienda1/publico/registro.jsp,0.3595429828517542,0.44,LIBERADA,200
2026-09-16T16:15:35.774205+00:00,GET,/tienda1/publico/autenticar.jsp,0.036927104297208975,0.44,LIBERADA,200
2026-09-16T16:15:35.823524+00:00,POST,/tienda1/publico/entrar.jsp,0.02861264749415609,0.44,LIBERADA,200
2026-09-16T16:15:35.873089+00:00,GET,/_cti_pvt/botinfs.cnf,0.010481864413398047,0.44,LIBERADA,200
2026-09-16T16:15:35.922711+00:00,POST,/tienda1/publico/entrar.jsp,0.03071280960117599,0.44,LIBERADA,200
2026-09-16T16:15:35.971030+00:00,POST,/tienda1/publico/registro.jsp,0.9919810745477398,0.44,BLOQUEADA,403
2026-09-16T16:15:36.017708+00:00,GET,/tienda1/publico/anadir.jsp,0.04408228171273398,0.44,LIBERADA,200
2026-09-16T16:15:36.065835+00:00,GET,/tienda1/miembros/salir.jsp,0.011827182920157957,0.44,LIBERADA,200
2026-09-16T16:15:36.115756+00:00,GET,/tienda1/imagenes/cmenbul.gif,0.012196333342108814,0.44,LIBERADA,200
2026-09-16T16:15:36.165733+00:00,GET,/tienda1/global/estilos.css,0.012579733026960844,0.44,LIBERADA,200
2026-09-16T16:15:36.213777+00:00,GET,/tienda1/miembros/salir.jsp,0.012977985833506818,0.44,LIBERADA,200
2026-09-16T16:15:36.262582+00:00,GET,/tienda1/publico/entrar.jsp,0.01640965070431632,0.44,LIBERADA,200
2026-09-16T16:15:36.311156+00:00,GET,/tienda1/publico/caracteristicas.jsp,0.017972470600948625,0.44,LIBERADA,200
2026-09-16T16:15:36.359342+00:00,GET,/tienda1/imagenes/logo.gif,0.014268305839710227,0.44,LIBERADA,200
2026-09-16T16:15:36.407732+00:00,GET,/tienda1/publico/entrar.jsp,0.017897304354417425,0.44,LIBERADA,200
2026-09-16T16:15:36.455813+00:00,POST,/tienda1/publico/pagar.jsp,0.9964124504854575,0.44,BLOQUEADA,403
2026-09-16T16:15:36.501896+00:00,POST,/tienda1/publico/caracteristicas.jsp,0.06014081304364331,0.44,LIBERADA,200
2026-09-16T16:15:36.549844+00:00,POST,/tienda1/publico/registro.jsp,0.015418787751306099,0.44,LIBERADA,200
2026-09-16T16:15:36.599531+00:00,GET,/tienda1/miembros/imagenes/ogono.jpg,0.016780466842316887,0.44,LIBERADA,200
2026-09-16T16:15:36.648808+00:00,GET,/tienda1/imagenes/2.gif,0.017344333780917844,0.44,LIBERADA,200
2026-09-16T16:15:36.698817+00:00,GET,/tienda1/miembros/imagenes/ogono.jpg,0.017930748989965117,0.44,LIBERADA,200
2026-09-16T16:15:36.747316+00:00,POST,/tienda1/publico/anadir.jsp,0.04788142129611087,0.44,LIBERADA,200
2026-09-16T16:15:36.795156+00:00,GET,/tienda1/imagenes/2.gif,0.01917512132675687,0.44,LIBERADA,200
2026-09-16T16:15:36.843225+00:00,GET,/tienda1/publico/anadir.jsp,0.08368633569536467,0.44,LIBERADA,200
2026-09-16T16:15:36.891369+00:00,POST,/tienda1/publico/autenticar.jsp,0.056688999727390145,0.44,LIBERADA,200
2026-09-16T16:15:36.939794+00:00,GET,/tienda1/global/titulo.jsp,0.021236261899827108,0.44,LIBERADA,200
2026-09-16T16:15:36.988771+00:00,POST,/tienda1/publico/registro.jsp,0.020810420934829144,0.44,LIBERADA,200
2026-09-16T16:15:37.037344+00:00,GET,/tienda1/global/titulo.jsp,0.022753366879015847,0.44,LIBERADA,200
2026-09-16T16:15:37.086611+00:00,GET,/tienda1/publico/caracteristicas.jsp,0.9980109810937585,0.44,BLOQUEADA,403
2026-09-16T16:15:37.132906+00:00,POST,/tienda1/publico/registro.jsp,0.01840753041698534,0.44,LIBERADA,200
2026-09-16T16:15:37.181400+00:00,POST,/tienda1/miembros/editar.jsp,0.02415098940866568,0.44,LIBERADA,200
2026-09-16T16:15:37.229920+00:00,GET,/tienda1/publico/anadir.jsp,0.11183709024101889,0.44,LIBERADA,200
2026-09-16T16:15:37.279629+00:00,GET,/tienda1/global/titulo.jsp,0.027121821794487518,0.44,LIBERADA,200
2026-09-16T16:15:37.328597+00:00,GET,/asf-logo-wide,0.028105704182413368,0.44,LIBERADA,200
2026-09-16T16:15:37.377272+00:00,POST,/tienda1/publico/pagar.jsp,0.9973133242816686,0.44,BLOQUEADA,403
2026-09-16T16:15:37.423371+00:00,GET,/tienda1/publico/registro.jsp,0.999422249073279,0.44,BLOQUEADA,403
2026-09-16T16:15:37.471469+00:00,GET,/,0.030731438487812273,0.44,LIBERADA,200
2026-09-16T16:15:37.520512+00:00,GET,/tienda1/publico/anadir.jsp,0.14076828332121397,0.44,LIBERADA,200
2026-09-16T16:15:37.569900+00:00,GET,/tienda1/miembros/index.jsp,0.0336658760219811,0.44,LIBERADA,200
2026-09-16T16:15:37.618645+00:00,POST,/tienda1/publico/autenticar.jsp,0.10343990721825908,0.44,LIBERADA,200
2026-09-16T16:15:37.667010+00:00,GET,/tienda1/publico/caracteristicas.jsp,0.04882302668405606,0.44,LIBERADA,200
2026-09-16T16:15:37.714659+00:00,POST,/tienda1/publico/anadir.jsp,0.10623528597445529,0.44,LIBERADA,200
2026-09-16T16:15:37.762371+00:00,GET,/tienda1/global/creditos.jsp,0.038995752031962955,0.44,LIBERADA,200
2026-09-16T16:15:37.810788+00:00,POST,/tienda1/publico/anadir.jsp,0.9975936660701876,0.44,BLOQUEADA,403
2026-09-16T16:15:37.858556+00:00,POST,/tienda1/publico/anadir.jsp,0.07777263911886992,0.44,LIBERADA,200
2026-09-16T16:15:37.908459+00:00,GET,/tienda1/publico.OLD,0.04359630480687008,0.44,LIBERADA,200
2026-09-16T16:15:37.958444+00:00,POST,/tienda1/publico/registro.jsp,0.03819755172031209,0.44,LIBERADA,200
2026-09-16T16:15:38.011356+00:00,GET,/tienda1/miembros/imagenes/ogono.jpg,0.046986259275416185,0.44,LIBERADA,200
2026-09-16T16:15:38.062088+00:00,GET,/tienda1/publico/6909030637832563290.jsp.Inc,0.04878584744817122,0.44,LIBERADA,200
2026-09-16T16:15:38.113644+00:00,GET,/tienda1/publico/entrar.jsp,0.06511320431720742,0.44,LIBERADA,200
2026-09-16T16:15:38.163654+00:00,GET,/tienda1/miembros/imagenes/zarauz.jpg,0.05260794181949497,0.44,LIBERADA,200
2026-09-16T16:19:25.902898+00:00,POST,/tienda1/publico/autenticar.jsp,0.005906855210458945,0.44,LIBERADA,200
2026-09-16T16:19:25.952209+00:00,GET,/tienda1/publico/anadir.jsp,0.008089234576819291,0.44,LIBERADA,200
2026-09-16T16:19:26.001375+00:00,POST,/tienda1/publico/registro.jsp,0.00305534536894328,0.44,LIBERADA,200
2026-09-16T16:19:26.049935+00:00,GET,/tienda1/miembros/index.jsp,0.0031717242270211696,0.44,LIBERADA,200
2026-09-16T16:19:26.097731+00:00,GET,/tienda1/global/creditos.jsp,0.0032338581398821445,0.44,LIBERADA,200
2026-09-16T16:19:26.145886+00:00,POST,/tienda1/miembros/editar.jsp,0.9484214244120944,0.44,BLOQUEADA,403
2026-09-16T16:19:26.192248+00:00,POST,/tienda1/publico/registro.jsp,0.9676171520401978,0.44,BLOQUEADA,403
2026-09-16T16:19:26.238497+00:00,GET,/tienda1/miembros/salir.jsp,0.0034316297312468043,0.44,LIBERADA,200
2026-09-16T16:19:26.288132+00:00,GET,/asf-logo-wide.gif,0.0035015715021655194,0.44,LIBERADA,200
2026-09-16T16:19:26.338663+00:00,GET,/tienda1/publico/caracteristicas.jsp,0.004282913896664194,0.44,LIBERADA,200
2026-09-16T16:19:26.387558+00:00,POST,/tienda1/publico/registro.jsp,0.003414713877090105,0.44,LIBERADA,200
2026-09-16T16:19:26.436312+00:00,GET,/tienda1/imagenes/cmenbul.gif,0.0037244870114284865,0.44,LIBERADA,200
2026-09-16T16:19:26.485767+00:00,GET,/tienda1/miembros/editar.jsp,0.11353219837377476,0.44,LIBERADA,200
2026-09-16T16:19:26.538375+00:00,GET,/tienda1/imagenes/1.gif,0.0038848154197260796,0.44,LIBERADA,200
2026-09-16T16:19:26.587121+00:00,GET,/tienda1/publico/entrar.jsp,0.004751788528715089,0.44,LIBERADA,200
2026-09-16T16:19:26.635484+00:00,POST,/tienda1/publico/anadir.jsp,0.008018364630784584,0.44,LIBERADA,200
2026-09-16T16:19:26.685037+00:00,POST,/tienda1/publico/pagar.jsp,0.9905814599642319,0.44,BLOQUEADA,403
2026-09-16T16:19:26.731199+00:00,GET,/asf-logo-wide.gif,0.004236819955106402,0.44,LIBERADA,200
2026-09-16T16:19:26.778672+00:00,POST,/tienda1/miembros/editar.jsp,0.004234909644747191,0.44,LIBERADA,200
2026-09-16T16:19:26.827393+00:00,GET,/tienda1/publico/pagar.jsp,0.992300662846974,0.44,BLOQUEADA,403
2026-09-16T16:19:26.873862+00:00,POST,/tienda1/publico/caracteristicas.jsp,0.012684722056583896,0.44,LIBERADA,200
2026-09-16T16:19:26.922141+00:00,GET,/tienda1/publico/entrar.jsp,0.005588611618456756,0.44,LIBERADA,200
2026-09-16T16:19:26.971146+00:00,GET,/tienda1/publico/vaciar.jsp/4861362529278789730.bak,0.0047441258992682225,0.44,LIBERADA,200
2026-09-16T16:19:27.019757+00:00,GET,/tienda1/publico/pagar.jsp,0.9929167552164436,0.44,BLOQUEADA,403
2026-09-16T16:19:27.066266+00:00,GET,/tienda1/imagenes/3.gif,0.004971014519047503,0.44,LIBERADA,200
2026-09-16T16:19:27.115243+00:00,GET,/tienda1/miembros/imagenes/ogono.jpg,0.005090127606431494,0.44,LIBERADA,200
2026-09-16T16:19:27.166083+00:00,GET,/tienda1/miembros/index.jsp,0.005213214716543757,0.44,LIBERADA,200
2026-09-16T16:19:27.215767+00:00,POST,/tienda1/miembros/editar.jsp,0.005007725433350662,0.44,LIBERADA,200
2026-09-16T16:19:27.264065+00:00,POST,/tienda1/publico/vaciar.jsp,0.011583400139154423,0.44,LIBERADA,200
2026-09-16T16:19:27.312700+00:00,GET,/tienda1/global/titulo.jsp,0.005607892369005753,0.44,LIBERADA,200
2026-09-16T16:19:27.362411+00:00,GET,/tienda1/publico/autenticar.jsp,0.018672319703798613,0.44,LIBERADA,200
2026-09-16T16:19:27.411165+00:00,GET,/tienda1/publico/autenticar.jsp,0.01929591729636523,0.44,LIBERADA,200
2026-09-16T16:19:27.460666+00:00,GET,/tienda1/publico/miembros.jsp,0.006044286952438617,0.44,LIBERADA,200
2026-09-16T16:19:27.509023+00:00,GET,/tienda1/publico/registro.jsp,0.3695646664989336,0.44,LIBERADA,200
2026-09-16T16:19:27.559393+00:00,POST,/tienda1/publico/anadir.jsp,0.014225722076139301,0.44,LIBERADA,200
2026-09-16T16:19:27.607056+00:00,GET,/tienda1/publico/entrar.jsp,0.007977127327469023,0.44,LIBERADA,200
2026-09-16T16:19:27.654944+00:00,GET,/tienda1/publico/registro.jsp,0.24631827310776985,0.44,LIBERADA,200
2026-09-16T16:19:27.705876+00:00,GET,/tienda1/publico/carrito.jsp,0.006878572442833127,0.44,LIBERADA,200
2026-09-16T16:19:27.754368+00:00,GET,/tienda1/imagenes/1.gif,0.007063459174062855,0.44,LIBERADA,200
2026-09-16T16:19:27.803366+00:00,GET,/tienda1/publico/anadir.jsp,0.02510392791911388,0.44,LIBERADA,200
2026-09-16T16:19:27.854639+00:00,GET,/tienda1/publico/entrar.jsp,0.9972124580186428,0.44,BLOQUEADA,403
2026-09-16T16:19:27.903800+00:00,POST,/tienda1/publico/anadir.jsp,0.017441760700999915,0.44,LIBERADA,200
2026-09-16T16:19:27.954786+00:00,GET,/tienda1/publico/vaciar.jsp,0.009801165419305832,0.44,LIBERADA,200
2026-09-16T16:19:28.003669+00:00,GET,/tienda1/global/creditos.jsp,0.008092128562388976,0.44,LIBERADA,200
2026-09-16T16:19:28.054983+00:00,POST,/tienda1/miembros/editar.jsp,0.00787711665242174,0.44,LIBERADA,200
2026-09-16T16:19:28.105204+00:00,GET,/tienda1/publico/carrito.jsp,0.00855772992950207,0.44,LIBERADA,200
2026-09-16T16:19:28.155927+00:00,GET,/tienda1/publico/caracteristicas.jsp,0.011172166079152411,0.44,LIBERADA,200
2026-09-16T16:19:28.207248+00:00,GET,/tienda1/global/asf-logo-wide,0.009058194013577365,0.44,LIBERADA,200
2026-09-16T16:19:28.257357+00:00,GET,/tienda1/publico/miembros.jsp,0.00932240985140636,0.44,LIBERADA,200
2026-09-16T16:19:28.307757+00:00,POST,/tienda1/publico/entrar.jsp,0.026674042987296268,0.44,LIBERADA,200
2026-09-16T16:19:28.355904+00:00,GET,/tienda1/publico/carrito.jsp,0.009880772091978466,0.44,LIBERADA,200
2026-09-16T16:19:28.404237+00:00,GET,/tienda1/miembros/imagenes/castro.jpg,0.010175756025163617,0.44,LIBERADA,200
2026-09-16T16:19:28.452624+00:00,GET,/tienda1/miembros/editar.jsp/~,0.010481864413398047,0.44,LIBERADA,200
2026-09-16T16:19:28.500265+00:00,POST,/tienda1/publico/registro.jsp,0.00894537167894075,0.44,LIBERADA,200
2026-09-16T16:19:28.547966+00:00,POST,/tienda1/miembros/editar.jsp,0.011272715689908518,0.44,LIBERADA,200
